"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1187724";"METHYLATROPINE";"METHYLATROPINE|METHYLATROPINIUM|METHYLATROPINIUM CATION|METHYLATROPINIUM ION|N-METHYLATROPINE";"Small molecule";"4.0";"304.41";"5";"6";"2.08";"46.53";"3";"1";"0";"4";"N";"0.68";"None";"None";"-2.59";"-2.59";"1";"MOL";"0";"22";"4";"1";"0";"304.1907";"0.87";"NEUTRAL";"C18H26NO3+";"C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2";"PIPAJLPNWZMYQA-KNCRFDSUSA-N"
"CHEMBL1908307";"FLOSEQUINAN";"BTS 49 465|BTS-49-465|BTS-49465|FLOSEQUINAN|MANOPLAX";"Small molecule";"4.0";"239.27";"4";"35";"1.42";"45.06";"3";"0";"0";"1";"Y";"0.71";"None";"None";"0.72";"0.72";"2";"MOL";"0";"16";"3";"0";"0";"239.0416";"-0.71";"NEUTRAL";"C11H10FNO2S";"Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21";"UYGONJYYUKVHDD-UHFFFAOYSA-N"
"CHEMBL70046";"SORIVUDINE";"BROVAVIR|BV-ARAU|Bravavir|SO 32,756|SO-32756|SORIVUDINE|SQ 32,756|SQ-32756|YN-72";"Small molecule";"4.0";"349.14";"17";"49";"-1.49";"124.78";"7";"4";"0";"3";"N";"0.53";"9.74";"None";"-1.40";"-1.40";"1";"MOL";"0";"20";"8";"4";"0";"347.9957";"1.30";"NEUTRAL";"C11H13BrN2O6";"O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br";"GCQYYIHYQMVWLT-HQNLTJAPSA-N"
"CHEMBL776";"METAPROTERENOL";"Metaproterenol|ORCIPRENALINE";"Small molecule";"4.0";"211.26";"30";"63";"1.13";"72.72";"4";"4";"0";"4";"N";"0.60";"8.84";"9.70";"0.21";"-0.94";"1";"MOL";"0";"15";"4";"4";"0";"211.1208";"0.55";"BASE";"C11H17NO3";"CC(C)NCC(O)c1cc(O)cc(O)c1";"LMOINURANNBYCM-UHFFFAOYSA-N"
"CHEMBL427216";"GLICLAZIDE";"BILXONA|DACADIS MR|DIAGLYK|DIAMICRON|DIAMICRON MR|EDICIL|GLICLAZIDE|GLIMICRON|GLIMIL|J3.151H|NAZDOL MR|NSC-758673|S-1702|S-852|SE 1702|SE-1702|VAMJU|VITILE XL|ZICLASEG|ZICRON|ZICRON PR";"Small molecule";"4.0";"323.42";"136";"708";"1.63";"78.51";"4";"2";"0";"3";"N";"0.89";"4.07";"1.38";"1.73";"0.79";"1";"MOL";"0";"22";"6";"2";"0";"323.1304";"-0.87";"ACID";"C15H21N3O3S";"Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1";"BOVGTQGAOIONJV-UHFFFAOYSA-N"
"CHEMBL1200539";"CALCIUM CARBONATE";"ADCAL|Albacar|CACIT|CALC 500|CALCETTE|CALCICHEW|CALCICHEW FTE|CALCIDRINK|CALCII CARBONAS|CALCITE|CALCITE (CA(CO3))|CALCITUM|CALCIUM (AS CALCIUM CARBONATE)|CALCIUM (AS CARBONATE)|CALCIUM CARBONATE|CHALK|CHALK, PRECIPITATED|CI 77220|CITRICAL|Cal-Sup|Children's Mylanta Upset Stomach Relief|Chooz|E-170(I)|E170|GLAUBERITUM|HAN SHUI SHI|HYDROLYZED PEARL|INS NO.170(I)|INS-170(I)|LIMESTONE|LIMESTONE, GROUND|MARBLE DUST|Mylanta Soothing Lozenges|NDI 443|OS-CAL|PHX CAL-CARB BUFFER|PRECIPITATED CALCIUM CARBONATE|PRECPITATED CALCIUM CARBONATE|Precipitated Calcium Carbonate|Purecal|REMEGEL|RENNIE|RENNIE FRUIT|RENNIE GOLD|SETLERS|TITRALAC|TUMS";"Small molecule";"4.0";"100.09";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"99.9473";"None";"None";"CCaO3";"O=C([O-])[O-].[Ca+2]";"VTYYLEPIZMXCLO-UHFFFAOYSA-L"
"CHEMBL1256841";"NIALAMIDE";"NIALAMIDE|NIAMID|NSC-124514";"Small molecule";"4.0";"298.35";"43";"102";"1.02";"83.12";"4";"3";"0";"7";"N";"0.53";"13.65";"3.41";"0.39";"0.39";"2";"MOL";"0";"22";"6";"3";"0";"298.1430";"-1.49";"NEUTRAL";"C16H18N4O2";"O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1";"NOIIUHRQUVNIDD-UHFFFAOYSA-N"
"CHEMBL1201439";"BASILIXIMAB";"BASILIXIMAB|CHI-621|SDZ-CHI-621|Simulect";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2007641";"PERTUZUMAB";"OMNITARG|OmniTarg Perjeta|PERJETA|PERTUZUMAB|PERTUZUMAB-ZZXF|RG-1273|RHUMAB 2C4|RHUMAB-2C4";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201608";"MUROMONAB-CD3";"ANTICD3|L04AA02|MACS GMP CD3 PURE|MUROMOMAB|MUROMONAB|MUROMONAB CD3|MUROMONAB-CD3|OKT-3|OKT3|Orthoclone OKT3";"Antibody";"4.0";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL416956";"MEFLOQUINE";"GNF-Pf-5544|Lariam|MEFLOQUINE|Mefaquin|Mefloquine|NSC-758233|RO 21-5998|RO-215998|WR 142,490";"Small molecule";"4.0";"378.32";"72";"719";"4.45";"45.15";"3";"2";"0";"2";"N";"0.76";"13.79";"9.46";"4.11";"2.07";"2";"MOL";"0";"26";"3";"2";"0";"378.1167";"0.03";"BASE";"C17H16F6N2O";"OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1";"XEEQGYMUWCZPDN-UHFFFAOYSA-N"
"CHEMBL459324";"DIACETYLMORPHINE";"DIACETYLMORPHINE|IDS-NH-001|IDS-NH-001(SECT.3)|J6.494G";"Small molecule";"4.0";"369.42";"2";"8";"1.99";"65.07";"6";"0";"0";"2";"N";"0.45";"None";"9.10";"1.55";"-0.15";"1";"MOL";"0";"27";"6";"0";"0";"369.1576";"2.11";"BASE";"C21H23NO5";"CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341";"GVGLGOZIDCSQPN-PVHGPHFFSA-N"
"CHEMBL1272";"REPAGLINIDE";"A10BX02|AG-EE 623 ZW|AG-EE-623-ZW|AG-EE-623ZW|AGEE-623ZW|ENYGLID|NOVONORM|NSC-759893|Prandin|REPAGLINIDE";"Small molecule";"4.0";"452.60";"52";"332";"5.22";"78.87";"4";"2";"1";"10";"N";"0.52";"3.68";"4.82";"3.95";"1.95";"2";"MOL";"0";"33";"6";"2";"1";"452.2675";"-0.79";"ACID";"C27H36N2O4";"CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O";"FAEKWTJYAYMJKF-QHCPKHFHSA-N"
"CHEMBL1286";"LEVETIRACETAM";"AGB-101|DESITREND|ELEPSIA|ELEPSIA XR|KEPPRA XR|Keppra|LEVETIRACETAM|LEVETIRACETAM ACCORD|LEVETIRACETAM ACTAVIS|LEVETIRACETAM HOSPIRA|LEVETIRACETAM IN SODIUM CHLORIDE|LEVETIRACETAM SUN|LEVETIRACETAM TEVA|LEVETIRACETAME|MATEVER|N03AX14|NSC-760119|SPRITAM|UCB 22059|UCB L059|UCB-22059|UCB-L059";"Small molecule";"4.0";"170.21";"30";"130";"-0.13";"63.40";"2";"1";"0";"3";"N";"0.64";"None";"None";"-0.59";"-0.59";"0";"MOL";"0";"12";"4";"2";"0";"170.1055";"-0.76";"NEUTRAL";"C8H14N2O2";"CC[C@@H](C(N)=O)N1CCCC1=O";"HPHUVLMMVZITSG-LURJTMIESA-N"
"CHEMBL1200878";"TRIAMCINOLONE HEXACETONIDE";"Aristospan|CL 34433|CL-34433|LEDERSPAN|TATBA|TRIAMCINOLONE HEXACETONIDE";"Small molecule";"4.0";"532.65";"1";"2";"4.41";"99.13";"7";"1";"1";"4";"N";"0.54";"13.61";"None";"4.12";"4.12";"0";"MOL";"0";"38";"7";"1";"1";"532.2836";"1.69";"NEUTRAL";"C30H41FO7";"CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C";"TZIZWYVVGLXXFV-FLRHRWPCSA-N"
"CHEMBL76370";"TEGASEROD";"HTF 919|SDZ-HTF-919|TEGASEROD|Zelmac";"Small molecule";"4.0";"301.39";"25";"109";"2.81";"85.29";"3";"4";"0";"7";"N";"0.27";"None";"8.50";"2.95";"1.84";"2";"MOL";"0";"22";"6";"4";"0";"301.1903";"-0.54";"BASE";"C16H23N5O";"CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12";"IKBKZGMPCYNSLU-RGVLZGJSSA-N"
"CHEMBL428880";"CROMOLYN";"CROMO-COMOD|CROMOGLICATE|CROMOGLICIC ACID|CROMOGLYCATE|CROMOLYN|R03BC01";"Small molecule";"4.0";"468.37";"126";"608";"2.11";"173.71";"9";"3";"0";"8";"N";"0.35";"1.55";"None";"1.48";"-5.57";"4";"MOL";"0";"34";"11";"3";"1";"468.0693";"0.22";"ACID";"C23H16O11";"O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1";"IMZMKUWMOSJXDT-UHFFFAOYSA-N"
"CHEMBL1502";"PANTOPRAZOLE";"ALTOPAN|BY 1023|BY-1023|NSC-759257|PANTOCID|PANTOLOC|PANTOLOC CONTROL|PANTOPRAZOLE|PANTOZOL|PROTIUM|PROTIUM I.V.|Pantoprazole|Protonix|SK&F 96022|SK&F-96022|SK-96022|SKF-96022|ZOVANTA";"Small molecule";"4.0";"383.38";"150";"684";"2.88";"92.32";"6";"1";"0";"7";"N";"0.63";"9.54";"3.55";"2.18";"2.17";"3";"MOL";"0";"26";"7";"1";"0";"383.0751";"-0.88";"NEUTRAL";"C16H15F2N3O4S";"COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC";"IQPSEEYGBUAQFF-UHFFFAOYSA-N"
"CHEMBL411";"DIETHYLSTILBESTROL";"APSTIL|CYREN A|DIETHYLSTILBESTROL|DISTILBENE|Diethylstilbestrol|ESTROBENE|ESTROGENINE|ESTROMENIN|FONATOL|NEW-ESTRANOL 1|NSC-3070|PALESTROL|STILBESTRO|STILBESTROFORM|STILBESTROL|STILBOESTROL|SYNESTRIN|SYNTHESTRIN|Stilbestrol|Stilbetin|Stilboesterol|TAMPOVAGAN";"Small molecule";"4.0";"268.36";"197";"1110";"4.83";"40.46";"2";"2";"0";"4";"N";"0.78";"8.63";"None";"5.19";"5.17";"2";"MOL";"0";"20";"2";"2";"0";"268.1463";"0.24";"NEUTRAL";"C18H20O2";"CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1";"RGLYKWWBQGJZGM-ISLYRVAYSA-N"
"CHEMBL434";"ISOPROTERENOL";"A-21|ALEUDRIN|ALUDRINE|ASIPRENOL|ASMALAR|ASSIPRENOL|BELLASTHMAN|ISONORIN|ISOPRENALINE|ISOPROPYDRIN|ISOPROTERENOL|ISOPROTERENOL DL-FORM|ISORENIN|ISUPREN|Isoproterenol|NEO-EPININE|NEODRENAL|NOVODRIN|NSC-33791|NSC-9975|PROTERNOL|RESPIFRAL|SAVENTRINE|VAPO-N-ISO";"Small molecule";"4.0";"211.26";"198";"1954";"1.13";"72.72";"4";"4";"0";"4";"N";"0.56";"9.81";"8.96";"0.24";"-0.99";"1";"MOL";"0";"15";"4";"4";"0";"211.1208";"0.50";"BASE";"C11H17NO3";"CC(C)NCC(O)c1ccc(O)c(O)c1";"JWZZKOKVBUJMES-UHFFFAOYSA-N"
"CHEMBL1518";"PROPYLTHIOURACIL";"NSC-6498|NSC-70461|PROPYLTHIOURACIL|Propacil|Propylthiouracil|Prothyran|THYREOSTAT II|Thyreostat";"Small molecule";"4.0";"170.24";"151";"1995";"1.38";"48.65";"2";"2";"0";"2";"Y";"0.66";"8.09";"None";"1.20";"1.12";"1";"MOL";"0";"11";"3";"2";"0";"170.0514";"-0.95";"NEUTRAL";"C7H10N2OS";"CCCc1cc(=O)[nH]c(=S)[nH]1";"KNAHARQHSZJURB-UHFFFAOYSA-N"
"CHEMBL2108035";"INCOBOTULINUMTOXINA";"INCOBOTULINUMTOXINA|RTI-150|RTI150";"Unknown";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743010";"ELOTUZUMAB";"BMS-901608|ELOTUZUMAB|EMPLICITI|HULUC63|PDL-063|PDL063";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201595";"LARONIDASE";"A-l-iduronidase|ALDURAZYME|ALRONIDASE|EC 3.2.1.76|LARONIDASE";"Enzyme";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2107874";"ROMOSOZUMAB";"AMG 785|AMG-785|CDP-7851|CDP7851|Evenity|ROMOSOZUMAB|ROMOSOZUMAB AQQG|ROMOSOZUMAB-AQQG|Romosozumab";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108278";"ETEPLIRSEN";"AVI-4658|ETEPLIRSEN|EXONDYS 51";"Oligonucleotide";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2364655";"EVOLOCUMAB";"AMG-145|EVOLOCUMAB|REPATHA|REPATHA SURECLICK";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201550";"DENILEUKIN DIFTITOX";"DAB(SUB 389)IL2|DAB-389IL2|DAB389 IL2|DAB389IL2|DENILEUKIN|DENILEUKIN DIFTITOX|E-7272|E-7777|E7272|E7777|LY-335348|LY335348|ONTAK";"Protein";"4.0";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL968";"FLURAZEPAM";"Dalmane|FLURAZEPAM|Flurazepam|INSUMIN";"Small molecule";"4.0";"387.89";"16";"95";"4.00";"35.91";"3";"0";"0";"6";"N";"0.75";"None";"8.71";"3.95";"2.62";"2";"MOL";"0";"27";"4";"0";"0";"387.1514";"-1.24";"BASE";"C21H23ClFN3O";"CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21";"SAADBVWGJQAEFS-UHFFFAOYSA-N"
"CHEMBL596";"FENTANYL";"ABSTRAL|ABSTRAL-|ACTIQ|AD 923|AD-923|BREAKYL|DURAGESIC-100|DURAGESIC-12|DURAGESIC-25|DURAGESIC-37|DURAGESIC-50|DURAGESIC-75|DUROGESIC|DUROGESIC D-TRANS|DUROGESIC DTRANS|Duragesic|EFFENTORA|EN-3267|EN3267|FENCINO|FENDROP|FENTALIS RESERVOIR|FENTANEST|FENTANYL|FENTANYL CII|FENTANYL-100|FENTANYL-12|FENTANYL-25|FENTANYL-37|FENTANYL-50|FENTANYL-62|FENTANYL-75|FENTANYL-87|Fentora|IDS-NF-001|IONSYS|Innovar|Ionsys|Leptanal|MATRIFEN|MEZOLAR MATRIX|MYLAFENT|N02AB03|OPIODUR|OSMACH|OSMANIL|Oralet|PECFENT|PHENTANYL|R 4263|RECIVIT|RECUVYRA|SUBLIMASE|SUBSYS|Sublimaze|TILOFYL|VICTANYL|YEMEX";"Small molecule";"4.0";"336.48";"61";"380";"4.14";"23.55";"2";"0";"0";"6";"N";"0.79";"None";"8.77";"3.82";"2.43";"2";"MOL";"0";"25";"3";"0";"0";"336.2202";"-1.26";"BASE";"C22H28N2O";"CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1";"PJMPHNIQZUBGLI-UHFFFAOYSA-N"
"CHEMBL1201335";"GLYCOPYRRONIUM";"GLYCOPYRROLATE CATION|GLYCOPYRROLATE ION|GLYCOPYRRONIUM|GLYCOPYRRONIUM CATION|GLYCOPYRRONIUM ION|GLYCOPYRRONIUM, ERYTHRO-";"Small molecule";"4.0";"318.44";"11";"24";"2.46";"46.53";"3";"1";"0";"4";"N";"0.69";"11.53";"None";"-1.41";"-1.41";"1";"MOL";"0";"23";"4";"1";"0";"318.2064";"0.36";"NEUTRAL";"C19H28NO3+";"C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1";"ANGKOCUUWGHLCE-UHFFFAOYSA-N"
"CHEMBL43064";"CINNARIZINE";"516 MD|516-MD|APLACTAN|APLEXAL|ARTATE|CARECIN|CEREBOLAN|CEREPAR|CINAPERAZINE|CINARIZINE|CINAZYN|CINNACET|CINNAGERON|CINNARIZINE|CINNIPIRINE|CORATHIEM|DENAPOL|DIMITRON|EGLEN|FOLCODAL|GIGANTEN|GLANIL|HILACTAN|IXERTOL|KATOSERAN|LABYRIN|MARZINE R.F.|MIDRONAL|MITRONAL|MYLAN TRAVEL SICKNESS|NSC-758400|OLAMIN|PROCESSINE|R 1575|R 516|R-1575|R-516|SEDATROMIN|SEPAN|SIPTAZIN|SPADERIZINE|STUGERON|STUGERON FTE|STUNARONE|STUTGERON|STUTGIN|Stugeron";"Small molecule";"4.0";"368.52";"157";"667";"5.11";"6.48";"2";"0";"1";"6";"N";"0.60";"None";"8.10";"5.88";"5.10";"3";"MOL";"0";"28";"2";"0";"1";"368.2252";"-0.74";"NEUTRAL";"C26H28N2";"C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1";"DERZBLKQOCDDDZ-JLHYYAGUSA-N"
"CHEMBL1218";"RAMELTEON";"RAMELTEON|Rozerem|TAK-375|TAK375";"Small molecule";"4.0";"259.35";"47";"124";"2.57";"38.33";"2";"1";"0";"4";"N";"0.90";"None";"None";"2.57";"2.57";"1";"MOL";"0";"19";"3";"1";"0";"259.1572";"0.17";"NEUTRAL";"C16H21NO2";"CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3";"YLXDSYKOBKBWJQ-LBPRGKRZSA-N"
"CHEMBL1493";"FLAVOXATE";"BLADURIL|FLAVOXATE|Flavoxate";"Small molecule";"4.0";"391.47";"118";"787";"4.41";"59.75";"5";"0";"0";"5";"N";"0.60";"None";"7.29";"4.24";"3.98";"3";"MOL";"0";"29";"5";"0";"0";"391.1784";"-0.38";"NEUTRAL";"C24H25NO4";"Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O";"SPIUTQOUKAMGCX-UHFFFAOYSA-N"
"CHEMBL2108800";"INDIUM IN 111 CAPROMAB PENDETIDE";"(SUP 111)IN-CAPROMAB PENDETIDE|7E11-C5.3|CAPROMAB PENDETIDE|CYT-351|INDIUM (111IN) CAPROMAB PENDETIDE|INDIUM IN 111 CAPROMAB PENDETIDE|INDIUM IN-111 CAPROMAB PENDETIDE|PROSTASCINT";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743090";"TECHNETIUM TC 99M ARCITUMOMAB";"ARCITUMOMAB|ARCITUMOMAB 99TC|Arcitumomab 99Tc|CEA-SCAN|IMMU-4FAB'-TC99M|TECHNETIUM (99MTC) ARCITUMOMAB|TECHNETIUM TC 99M ARCITUMOMAB";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL168815";"CEVIMELINE";"CEVIMELINE";"Small molecule";"4.0";"199.32";"6";"7";"1.56";"12.47";"3";"0";"0";"0";"Y";"0.59";"None";"8.59";"1.00";"-0.22";"0";"MOL";"0";"13";"2";"0";"0";"199.1031";"1.15";"BASE";"C10H17NOS";"CC1OC2(CS1)CN1CCC2CC1";"WUTYZMFRCNBCHQ-UHFFFAOYSA-N"
"CHEMBL1201457";"CELLULOSE SODIUM PHOSPHATE";"CALCISORB|CELLULOSE DISODIUM PHOSPHATE|CELLULOSE SODIUM PHOSPHATE|Calcibind|SODIUM CELLULOSE PHOSPHATE|Sodium Cellulose Phosphate";"Unknown";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3991241";"FERRIC CITRATE";"";"Small molecule";"4.0";"244.94";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"244.9385";"None";"None";"C6H5FeO7";"";""
"CHEMBL3301675";"LINACLOTIDE";"ASP-0456|ASP0456|CONSTELLA|LINACLOTIDE|LINZESS|MD-1100";"Protein";"4.0";"1526.77";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1525.3899";"None";"None";"C59H79N15O21S6";"C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2";"KXGCNMMJRFDFNR-WDRJZQOASA-N"
"CHEMBL511142";"BUPRENORPHINE";"ALKS-5461 COMPONENT BUPRENORPHINE|BRIXADI|BUPEAZE|BUPLAST|BUPRENORPHIN|BUPRENORPHINE|BUTEC|BUTRANS|HAPOCTASIN|PANITAZ|PRENOTRIX|RELETRANS|SEVODYNE|SUBLOCADE|SUBOXONE|TEMGESIC|TEPHINE|TRANSTEC";"Small molecule";"4.0";"467.65";"47";"264";"4.41";"62.16";"5";"2";"0";"4";"N";"0.69";"10.42";"9.63";"3.55";"1.61";"1";"MOL";"0";"34";"5";"2";"0";"467.3036";"1.56";"BASE";"C29H41NO4";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5";"RMRJXGBAOAMLHD-CTAPUXPBSA-N"
"CHEMBL4084119";"LIRAGLUTIDE";"LIRAGLUTIDE|LIRAGLUTIDE (RDNA ORIGIN)|LIRAGLUTIDE RECOMBINANT|NN-2211|NN-9924|NN2211|NN9924|NNC 90-1170|NNC-90-1170|SAXENDA|VICTOZA";"Protein";"4.0";"3751.26";"12";"113";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"3748.9465";"None";"None";"C172H265N43O51";"CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O";"YSDQQAXHVYUZIW-QCIJIYAXSA-N"
"CHEMBL972";"SELEGILINE";"Eldepryl|Emsam|L-SELEGILINE|SELEGILINE|Zelapar";"Small molecule";"4.0";"187.29";"146";"902";"2.18";"3.24";"1";"0";"0";"4";"N";"0.65";"None";"8.67";"2.85";"1.55";"1";"MOL";"0";"14";"1";"0";"0";"187.1361";"-0.95";"BASE";"C13H17N";"C#CCN(C)[C@H](C)Cc1ccccc1";"MEZLKOACVSPNER-GFCCVEGCSA-N"
"CHEMBL600";"ACETYLCYSTEINE";"5052|A-CYS|ACC-600|ACETYL CYSTEINE|ACETYLCYSTEINE|AIRBRON|Acetadote|BRONCHOLYSIN|CETYLEV|EN-CYS|FABROL|FLUIMICIL|FLUIMUCETIN|FLUIMUCIL|FLUIMUCIL 600|FLUIMUCIL LONG|FLUIMUCIL N|ILUBE|MERCAPTURIC ACID|MUCOSIL-10|MUCOSIL-20|Mucomyst|Mucosil|N-ACETYI-L-CYSTEINE|N-ACETYL-L-CYSTEINE|N-Acetyl-L-Cysteine|NSC-111180|ORISTAR NALC|ORONAC 600|PARVOLEX|RESPAIRE|RESPI-NAC|RK-0202|SIRAN|SOLMUCOL|SYNTEMUCOL|TIXAIR|YOURNAC";"Small molecule";"4.0";"163.20";"72";"369";"-0.49";"66.40";"3";"3";"0";"3";"N";"0.49";"3.82";"None";"-0.71";"-3.97";"0";"MOL";"0";"10";"4";"2";"0";"163.0303";"0.22";"ACID";"C5H9NO3S";"CC(=O)N[C@@H](CS)C(=O)O";"PWKSKIMOESPYIA-BYPYZUCNSA-N"
"CHEMBL1201134";"LUBIPROSTONE";"Amitiza|LUBIPROSTONE|RU-0211";"Small molecule";"4.0";"390.47";"3";"5";"4.31";"83.83";"4";"2";"0";"11";"N";"0.51";"4.30";"None";"4.56";"1.60";"0";"MOL";"0";"27";"5";"2";"0";"390.2218";"1.08";"ACID";"C20H32F2O5";"CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1";"WGFOBBZOWHGYQH-MXHNKVEKSA-N"
